,A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
572,,,,,,,,9.4,,,,,,,,,3.013702674389578,3.358581782974308,0.1109,MBA,2637.2295218914564,0.0,39708.0,48.0,3.8,10.646597,0.1144370051881727,2457000.5,20141209.0,57000.0,J2000,,,1905-09-19,573 Recha (1905 RC),9.833134213152851,a0000573,2014-06-07,302.4565020136017,1.67263,650.9374171,0.1883881011278486,,,1363.0,Recha,N,342.9621250451776,JPL 6,573.0,1910.948716212644,5.23189244685187,N,,0.0,Otto Matic,0.0,1905 RC,2.668823565804848,0.53356,7.16633,-1.0611244408694717e+17,0.0,1.8957e-08,2.1126e-08,4.4449e-08,5.6122e-06,2.2524e-05,1.7775e-09,2.6032e-05,1.803e-05,1.3303e-07,0.00012036,3.3685e-05,?,,,2000573.0,3.216,2457305.951871121,20151010.4518711,,29.03371321166863
573,,,,,,,,12.3,,,,,,,,,2.252868026798204,2.792777385161425,0.3819,MBA,2700.224739016882,0.0,39570.0,7.46,0.5,8.238433,0.2396542327117784,2457000.5,20141209.0,57000.0,J2000,,,1905-09-19,574 Reginhild (1905 RD),5.683860458064663,a0000574,2014-01-20,74.71275999394659,0.734432,285.81890144,0.2914744199513046,,,995.0,Reginhild,N,336.8120351057707,JPL 11,574.0,1235.099807592528,3.38151898040391,N,,0.0,Otto Matic,0.0,1905 RD,1.712958668434982,0.45497,14.339,-398344741105908.6,0.0,7.0483e-09,8.7374e-09,4.4939e-08,6.0891e-06,1.3336e-05,1.3679e-09,4.8478e-05,5.7962e-06,1.0192e-07,4.5261e-05,4.9898e-05,?,,S,2000574.0,3.581,2456744.173012519,20140327.6730125,,76.82665707203024
574,,,,,,,,10.7,,,,,,,,,2.554428961769436,2.881093815322396,0.1706,MBA,2647.5618983015324,0.0,39799.0,21.26,1.5,10.443262,0.1278817530030984,2457000.5,20141209.0,57000.0,J2000,,,1905-09-19,575 Renate (1905 RE),15.01143669073893,a0000575,2014-09-06,295.5736503798011,1.22631,477.2430627,0.241414487864407,,,1418.0,Renate,N,349.6861943197067,JPL 13,575.0,1491.211249103649,4.08271389213867,N,,0.0,Otto Matic,0.0,1905 RE,2.227764108216475,0.47768,3.676,-9220031104559472.0,0.0,1.0789e-08,1.2168e-08,4.7199e-08,5.9642e-06,1.9152e-05,1.5294e-09,1.5638e-05,9.4472e-06,1.2081e-07,7.9945e-05,2.3852e-05,?,,,2000575.0,3.379,2457267.3702702564,20150901.8702703,,334.0740482884465
575,,,,,,,,9.3,,,,,,,,,2.984835498280497,3.569026794952856,0.0428,MBA,2640.180936676634,0.0,33102.0,84.68,4.4,10.233284,0.1957197631189053,2457000.5,20141209.0,57000.0,J2000,,,1924-03-08,576 Emanuela (1905 RF),10.22866499544159,a0000576,2014-10-24,73.85579307568956,1.3939,542.464063,0.1911276290063148,,,1354.0,Emanuela,N,299.9481027990868,JPL 20,576.0,1883.558132707782,5.15690111624307,N,,0.0,Otto Matic,0.0,1905 RF,2.400644201608138,0.55253,8.192,-5.826196844596065e+17,0.0,1.5123e-08,1.8082e-08,4.9835e-08,5.1768e-06,1.1283e-05,1.4525e-09,2.6756e-05,1.4314e-05,1.523e-07,5.7403e-05,2.8337e-05,?,,,2000576.0,3.205,2456614.078667513,20131117.5786675,,26.25970472783112
576,,,,,,,,9.3,,,,,,,,,3.112283988230694,3.593698517037062,0.1792,MBA,2637.114029295862,0.0,39760.0,39.53,2.3,10.282763,0.154682069704072,2457000.5,20141209.0,57000.0,J2000,,,1905-10-20,577 Rhea (1905 RH),5.296716426764676,a0000577,2014-08-29,357.3683581324725,1.61804,629.6926268,0.1795085943870083,,,1534.0,Rhea,N,328.5866495791302,JPL 10,577.0,2005.475009312727,5.49069133282061,N,,0.0,Otto Matic,0.0,1905 RH,2.630869459424327,0.57157,12.249,-5.926837890136756e+16,0.0,1.7063e-08,1.9703e-08,4.2647e-08,5.1274e-06,1.6409e-05,1.4762e-09,4.9657e-05,1.6493e-05,1.3462e-07,9.146e-05,5.1759e-05,?,,,2000577.0,3.194,2457015.1602555523,20141223.6602556,,330.9362033403771
577,,,,,,,,9.4,,,,,,,,,2.749744975939945,3.282903876676074,0.0769,MBA,2649.577944403747,0.0,39807.0,69.29,2.1,9.567192,0.1938939448571517,2457000.5,20141209.0,57000.0,J2000,,,1905-11-02,578 Happelia (1905 RZ),6.152157832271867,a0000578,2014-10-28,70.65455552437076,1.21207,471.7012819,0.2161550807180808,,,1658.0,Happelia,N,29.41309395370406,JPL 82,578.0,1665.47091469725,4.55981085474949,N,,4.799558228938607e+16,Otto Matic,3889365125771284.0,1905 RZ,2.216586075203815,0.5673,10.061,6.245004837433537e+17,132.49889722018736,1.0549e-08,1.2595e-08,3.0561e-08,4.2723e-06,1.1346e-05,1.2439e-09,2.9686e-05,9.5843e-06,8.348e-08,5.1834e-05,3.1646e-05,Xc,Xc,,2000578.0,3.31,2456673.6302577313,20140116.1302577,,261.515099582225
578,,,,0.818,,,,7.85,,,,,,,,0.418,3.011823931848472,3.255079134118751,0.1748,MBA,2636.412906900126,0.0,39364.0,85.57,2.2,10.915902,0.08076674061122267,2457000.5,20141209.0,57000.0,J2000,,,1907-01-23,579 Sidonia (1905 SD),11.00752355706005,a0000579,2014-11-01,47.58034163595962,1.76895,688.4222715,0.1885644002427378,,,1178.0,Sidonia,N,82.74267732783593,JPL 16,579.0,1909.162066310365,5.22700086601058,N,,9.567799481620996e+17,Otto Matic,6.761625396604912e+16,1905 SD,2.768568729578194,0.56529,16.286,-8.041396513186249e+17,131.84064534500632,1.5022e-08,1.6235e-08,4.2462e-08,5.017e-06,3.1532e-05,1.4107e-09,2.7541e-05,1.4283e-05,1.2914e-07,0.00016686,4.089e-05,K,K,S,2000579.0,3.216,2456748.170601796,20140331.6706018,,229.0963764991666
579,,,,,,,,10.2,,,,,,,,,3.230789279764011,3.498789541202155,0.1218,OMB,2633.080236375396,0.0,39734.0,45.79,3.2,10.713523,0.08295194710368745,2457000.5,20141209.0,57000.0,J2000,,,1905-12-27,580 Selene (1905 SE),3.661414386992355,a0000580,2014-10-10,303.7007376670134,1.97788,769.7315596,0.1697231658831859,,,1461.0,Selene,N,99.15843650945085,JPL 10,580.0,2121.101136233663,5.80725841542413,N,,0.0,Otto Matic,0.0,1905 SE,2.962789018325866,0.50382,9.47,-9.212012873524794e+16,0.0,1.9451e-08,2.1065e-08,4.1027e-08,4.7875e-06,3.0149e-05,1.5328e-09,8.609e-05,1.9155e-05,1.3423e-07,0.00017801,9.0918e-05,?,,,2000580.0,3.178,2457332.212303621,20151105.7123036,,334.2534388358374
580,,,,,,,,9.7,,,,,,,,,3.211281815629238,3.3120406824455,0.0758,OMB,2631.425609818027,0.0,39697.0,63.66,2.1,12.930102,0.03137652582400908,2457000.5,20141209.0,57000.0,J2000,,,1906-02-20,581 Tauntonia (1905 SH),21.88956503348965,a0000581,2014-10-28,281.6817654419285,2.13516,830.9402172,0.1712720294465551,,,989.0,Tauntonia,N,102.6222602911726,JPL 9,581.0,2101.919391994692,5.7547416618609,N,,3.384406589296972e+16,Otto Matic,2015379880428992.2,1905 SH,3.110522948812977,0.52896,16.54,4.842701330955699e+17,131.59128049090137,2.4964e-08,2.5748e-08,4.6916e-08,6.1002e-06,8.9835e-05,1.9972e-09,1.5255e-05,2.451e-05,1.5025e-07,0.00052429,9.1651e-05,Xk,Xk,,2000581.0,3.078,2457457.7739332346,20160310.2739332,,28.79734257063158
581,,,,0.891,,,,9.11,,,,,,,,0.534,2.609953098567197,3.189633518872611,0.2128,MBA,2644.975595636517,0.0,39728.0,43.41,2.6,12.871644,0.2221037690767875,2457000.5,20141209.0,57000.0,J2000,,,1906-01-23,582 Olympia (1906 SO),30.03810889701015,a0000582,2014-10-31,306.9637110057599,1.11954,435.6913818,0.2337518298745304,,,1514.0,Olympia,N,155.7216954750244,JPL 12,582.0,1540.094895484818,4.21655002186124,N,,0.0,Otto Matic,0.0,1906 SO,2.030272678261782,0.50441,36.312,-7.848957240441504e+16,0.0,1.0456e-08,1.2779e-08,4.2644e-08,5.5068e-06,1.0704e-05,1.4047e-09,9.0962e-06,9.2551e-06,1.1268e-07,4.648e-05,1.2815e-05,?,,S,2000582.0,3.189,2457227.3914387655,20150723.8914388,,310.6230558733416
582,,,,0.664,,,,9.01,,,,,,,,0.306,3.173688784761868,3.688673276260073,0.066,MBA,2635.3578033076487,0.0,39361.0,81.64,2.8,10.501912,0.1622668529979526,2457000.5,20141209.0,57000.0,J2000,,,1907-01-24,583 Klotilde (1905 SP),8.245973380407804,a0000583,2014-10-30,343.8514534017443,1.68526,655.8526342,0.1743241547844927,,,1299.0,Klotilde,N,257.943972636815,JPL 14,583.0,2065.118287508968,5.65398572897733,N,,4.2371246976189146e+17,Otto Matic,3.1111983436960664e+16,1905 SP,2.658704293263664,0.56096,9.2116,-3.5355442471048576e+17,131.78789016538244,1.9102e-08,2.2202e-08,4.2596e-08,4.6171e-06,1.6187e-05,1.5739e-09,3.5655e-05,1.8645e-05,1.3772e-07,9.3279e-05,3.8393e-05,C,,C,2000583.0,3.165,2457093.135163602,20150311.6351636,,252.5048803407241
583,,,,0.916,,0.24,,8.71,,,,,,,,0.521,2.373690205590658,2.926855267866126,0.1987,MBA,2668.3628562138333,0.0,39733.0,54.01,1.4,8.981428,0.2330401250224738,2457000.5,20141209.0,57000.0,J2000,,,1906-01-15,584 Semiramis (1906 SY),10.72828175614652,a0000584,2014-10-28,4.962055384018235,0.85644,333.3007548,0.2695057386805893,,,1065.0,Semiramis,N,282.2346270520507,JPL 61,584.0,1335.778606282896,3.65716250864585,N,,2.794476475840738e-38,Otto Matic,2.4293226115140414e-39,1906 SY,1.820525143315189,0.54652,5.068,-2.0483512567912608e+17,5.588952951681475e-50,6.471e-09,7.979e-09,4.0585e-08,3.4505e-06,8.7776e-06,1.1021e-09,2.7524e-05,5.4623e-06,9.6478e-08,3.2546e-05,2.8269e-05,Sl,Sl,S,2000584.0,3.483,2456982.088312708,20141120.5883127,,84.81971737099794
584,,,,0.702,,,,10.4,,,,,,,,0.32,2.430402444161639,2.743080634392755,0.0362,MBA,2658.574809858451,0.0,39705.0,58.09,1.3,9.372047,0.1286528455327381,2457000.5,20141209.0,57000.0,J2000,,,1906-02-16,585 Bilkis (1906 TA),7.566072711207581,a0000585,2014-11-01,264.2559494073204,1.13262,440.7817254,0.2601278095982784,,,1532.0,Bilkis,N,180.3009451783539,JPL 24,585.0,1383.935076207179,3.78900773773355,N,,1.5263930737119574e+17,Otto Matic,1.2669691926725504e+16,1906 TA,2.117724253930522,0.538,8.5751,-1.2736538657018262e+17,132.94874049292255,8.3572e-09,9.4324e-09,3.4084e-08,4.0789e-06,1.4432e-05,1.3417e-09,2.9401e-05,7.1382e-06,8.3902e-08,5.5718e-05,3.2655e-05,C,,C,2000585.0,3.485,2457368.565416537,20151212.0654165,,329.1712165894446
585,,,,0.66,,,,9.21,,,,,,,,0.372,3.043196493104316,3.226272989304496,0.0539,MBA,2636.710322043981,0.0,39665.0,82.37,1.7,10.51275,0.0601592754904322,2457000.5,20141209.0,57000.0,J2000,,,1906-03-14,586 Thekla (1906 TC),1.625243603581306,a0000586,2014-10-18,207.3932196309404,1.87679,730.3903643,0.1856560395290311,,,1833.0,Thekla,N,228.4518638467899,JPL 13,586.0,1939.069695299121,5.3088834915787,N,,4.351805284263186e+17,Otto Matic,3.1937489768884468e+16,1906 TC,2.860119996904137,0.58089,13.67,-3.6312360941238074e+17,131.85551610219906,1.5174e-08,1.6087e-08,3.7008e-08,4.2565e-06,3.5334e-05,1.3886e-09,0.00015872,1.4503e-05,1.1312e-07,0.00019045,0.00016266,Ch,Ch,C,2000586.0,3.236,2457822.4866197524,20170309.9866198,,250.4362876954401
586,,,,,,,,11.9,,,,,,,,,2.335383410774907,2.725256236734313,,MBA,2651.3633081616144,0.0,30544.0,,,11.673374,0.166941678253183,2457000.5,20141209.0,57000.0,J2000,14.30471967235784,,1931-02-22,587 Hypsipyle (1906 TF),24.99764951881605,a0000587,2014-10-08,169.684583857588,0.959468,373.39616156,0.2761638239062177,,,1013.0,Hypsipyle,N,324.593942488406,JPL 12,587.0,1303.574070303473,3.56899129446536,N,,0.0,Otto Matic,0.0,1906 TF,1.945510584815502,0.48118,2.8881,-2808540299227002.5,0.0,9.292e-09,1.0843e-08,6.5671e-08,8.1222e-06,1.5582e-05,1.6482e-09,1.126e-05,7.7799e-06,1.5387e-07,5.4859e-05,1.8374e-05,?,,,2000587.0,3.425,2456386.0654898696,20130403.5654899,,188.519122714536
587,,,,0.755,,,,8.67,,,,,,,,0.216,5.20286244002649,5.97112648863278,0.0328,TJN,2612.5343852749866,0.0,39571.0,135.47,4.1,12.252453,0.1476618029905819,2457000.5,20141209.0,57000.0,J2000,,,1906-02-22,588 Achilles (1906 TG),10.31522905173926,a0000588,2014-06-26,105.5005940737093,3.46138,1347.0652546,0.08305017625524312,,,1089.0,Achilles,N,316.579720458196,JPL 50,588.0,4334.728910069863,11.867840958439,N,,0.0,Otto Matic,0.0,1906 TG,4.434598391420201,0.58593,7.306,-2.3854592279541217e+18,0.0,7.4692e-08,8.5721e-08,5.1027e-08,6.7536e-06,2.1429e-05,1.7884e-09,3.2114e-05,9.3343e-05,2.819e-07,0.00025785,3.9025e-05,?,,DU,2000588.0,2.946,2455730.1764578866,20110617.6764579,,133.4236163964334
588,,,,0.73,,,,9.0,,,,,,,,0.368,3.134076537296278,3.255731769399763,0.0509,MBA,2633.546723138624,0.0,39681.0,87.54,2.5,11.255487,0.03881693081064169,2457000.5,20141209.0,57000.0,J2000,,,1906-03-04,589 Croatia (1906 TM),10.81456248176654,a0000589,2014-10-24,347.6624027427833,2.02448,787.8668816,0.1776395550325062,,,1464.0,Croatia,N,177.6084946092789,JPL 54,589.0,2026.575668544789,5.54846178930812,N,,0.0,Otto Matic,0.0,1906 TM,3.012421305192793,0.56925,24.821,-6.43668465038908e+17,0.0,1.6821e-08,1.7474e-08,3.5803e-08,4.1568e-06,5.282e-05,1.4301e-09,2.3086e-05,1.6316e-05,1.1071e-07,0.00029739,5.7165e-05,?,,CX,2000589.0,3.184,2457069.952984472,20150216.4529845,,220.6101153519894
589,,,,0.817,,,,9.9,,,,,,,,0.41,3.001365743411626,3.242920460531332,0.1218,MBA,2636.5965195895924,0.0,39681.0,39.87,1.4,10.919675,0.08048159996826407,2457000.5,20141209.0,57000.0,J2000,,,1906-03-05,590 Tomyris (1906 TO),11.1761733377537,a0000590,2014-10-25,51.76564726195473,1.77865,692.1972205,0.18955083063117,,,1053.0,Tomyris,N,106.1905594640833,JPL 13,590.0,1899.226707692418,5.199799336598,N,,0.0,Otto Matic,0.0,1906 TO,2.75981102629192,0.57328,5.562,-6.08108834216031e+16,0.0,2.2569e-08,2.4385e-08,5.0889e-08,5.9931e-06,3.109e-05,2.138e-09,2.8348e-05,2.1422e-05,1.5736e-07,0.00016371,4.2446e-05,?,,,2000590.0,3.219,2456727.403611609,20140310.9036116,,340.6604731094006
590,,,,0.693,,,,10.64,,,,,,,,0.299,2.678876191332553,3.234817826763809,0.0364,MBA,2648.3255215471795,0.0,39659.0,51.86,1.3,9.914838,0.2075279317610844,2457000.5,20141209.0,57000.0,J2000,,,1906-03-18,591 Irmgard (1906 TP),12.49042929304572,a0000591,2014-10-16,268.3724691480559,1.13995,443.6343415,0.224789028430003,,,1172.0,Irmgard,N,334.2957277902723,JPL 11,591.0,1601.501650300074,4.38467255386742,N,,0.0,Otto Matic,0.0,1906 TP,2.122934555901297,0.49665,7.35,-1.338258908050609e+17,0.0,1.478e-08,1.7848e-08,4.5271e-08,5.5544e-06,1.5234e-05,1.8604e-09,2.5043e-05,1.3254e-05,1.2247e-07,6.9656e-05,2.789e-05,?,,X,2000591.0,3.313,2457408.1156718675,20160120.6156719,,217.3859341861113
591,,,,,,,,9.5,,,,,,,,,3.023894261985247,3.414121274751275,,MBA,2637.250516027602,0.0,38346.0,,,10.620728,0.1290478366494985,2457000.5,20141209.0,57000.0,J2000,43.19956278440564,,1909-11-06,592 Bathseba (1906 TS),10.18335932837645,a0000592,2014-11-01,340.4065647437637,1.66935,649.6609395,0.1874365027855923,,,1434.0,Bathseba,N,167.9335186809791,JPL 27,592.0,1920.650431745423,5.25845429635982,N,,1.2310778665492589e+17,Otto Matic,8944742922451194.0,1906 TS,2.633667249219219,0.56584,7.7465,-1.0346773343804202e+17,131.8825258013801,1.7285e-08,1.9515e-08,3.7733e-08,4.1478e-06,1.6839e-05,1.6071e-09,2.6459e-05,1.6468e-05,1.1435e-07,9.0204e-05,3.035e-05,K,K,,2000592.0,3.209,2457105.0337219005,20150323.5337219,,256.7272008359105
592,,,,0.657,,0.06,,9.28,,,,,,,,0.314,2.700737758892038,3.281007966001789,0.0604,MBA,2645.218476862737,0.0,39657.0,75.32,5.0,10.487806,0.2148561833518424,2457000.5,20141209.0,57000.0,J2000,,,1906-03-20,593 Titania (1906 TT),16.88318898196418,a0000593,2014-10-16,233.3688360090974,1.15255,448.5378835,0.2220651714346924,,,970.0,Titania,N,76.00756476601251,JPL 10,593.0,1621.145709947015,4.43845505803426,N,,3.3273094332281286e+17,Otto Matic,2.4555870483814092e+16,1906 TT,2.120467551782286,0.58041,9.899,-2.7763756236860867e+17,132.28092384313686,1.1959e-08,1.4529e-08,4.7829e-08,5.8918e-06,1.043e-05,1.475e-09,1.6551e-05,1.0768e-05,1.2721e-07,4.837e-05,1.9608e-05,C,,C,2000593.0,3.273,2457570.7432451374,20160701.2432451,,31.02581653330978
593,,,,0.964,,,,12.01,,,,,,,,0.588,2.626941040176097,3.554508423078802,0.3255,MBA,2647.4443525194138,0.0,39636.0,9.23,0.9,12.693816,0.3530979069254351,2457000.5,20141209.0,57000.0,J2000,,,1906-03-30,594 Mireille (1906 TW),32.59711349362841,a0000594,2014-10-05,159.5542801685568,0.923266,359.30742922,0.231488054877161,,,833.0,Mireille,N,155.1291981256566,JPL 11,594.0,1555.155838131837,4.25778463554233,N,,0.0,Otto Matic,0.0,1906 TW,1.699373657273391,0.49207,4.966,-754479959792756.8,0.0,9.3582e-09,1.2663e-08,5.0829e-08,7.8228e-06,1.0929e-05,1.237e-09,1.1645e-05,8.3102e-06,1.3319e-07,4.4989e-05,1.5119e-05,?,,,2000594.0,3.101,2456311.2450824915,20130118.7450825,,76.78942008053315
594,,,,,,,,7.9,,,,,,,,,3.207643345874996,3.406328669243705,0.0937,OMB,2631.7947547701606,0.0,39525.0,109.07,2.2,12.10251,0.0619412141391022,2457000.5,20141209.0,57000.0,J2000,,,1906-03-28,595 Polyxena (1906 TZ),17.82834021932665,a0000595,2014-06-14,252.260250316594,2.06256,802.6864752,0.1715635260603205,,,1236.0,Polyxena,N,23.91513340839279,JPL 54,595.0,2098.348106190278,5.74496401421021,N,,0.0,Otto Matic,0.0,1906 TZ,3.008958022506286,0.56761,11.801,-1.2449690214749903e+18,0.0,2.1997e-08,2.336e-08,4.5944e-08,4.929e-06,4.1377e-05,1.7648e-09,1.6778e-05,2.1585e-05,1.4992e-07,0.00024079,4.2674e-05,?,,,2000595.0,3.114,2457628.4874991933,20160827.9874992,,279.2130632086245
595,,,,0.714,,,,8.9,,,,,,,,0.177,2.926314918972038,3.408624539289662,0.0379,MBA,2639.0710085623355,0.0,39669.0,113.34,2.3,10.790883,0.1648180847490777,2457000.5,20141209.0,57000.0,J2000,,,1906-03-27,596 Scheila (1906 UA),14.66199728767413,a0000596,2014-11-04,184.1600095839261,1.43222,557.3770574,0.1968894662936038,,,2905.0,Scheila,N,70.69927167759604,JPL 54,596.0,1828.437075771051,5.00598788712129,N,,1578042126432.261,Otto Matic,112927034943.128,1906 UA,2.444005298654414,0.40737,15.848,-7.903360983214907e+17,131.9735504281168,1.307e-08,1.5224e-08,3.8708e-08,4.1079e-06,1.1894e-05,1.3191e-09,1.3539e-05,1.225e-05,1.142e-07,6.39e-05,1.7813e-05,T,T,PCD,2000596.0,3.209,2457893.589883,20170520.089883,,175.4962290594038
596,,,,,,,,9.1,,,,,,,,,2.67119988037686,3.057179134324407,0.2361,MBA,2645.71509793659,0.0,35633.0,36.06,3.5,10.271337,0.1444965825219681,2457000.5,20141209.0,57000.0,J2000,,,1916-11-15,597 Bandusia (1906 UB),12.80327404087825,a0000597,2014-06-07,201.7358024097674,1.30456,507.6956152,0.2257586991723752,,,1143.0,Bandusia,N,36.54766943459015,JPL 12,597.0,1594.622937320907,4.36583966412295,N,,8.316777700289382e-39,Otto Matic,6.2683960894843286e-40,1906 UB,2.285220626429314,0.58065,11.5,-6.096198054312116e+16,1.6633555400578765e-50,1.37e-08,1.568e-08,4.5249e-08,5.6869e-06,1.8788e-05,1.7368e-09,2.1879e-05,1.2268e-05,1.1908e-07,8.5685e-05,2.7602e-05,S,S,,2000597.0,3.331,2457701.532554539,20161109.0325545,,307.7162270746651
597,,,,0.745,,,,9.53,,,,,,,,0.377,2.762978961729995,3.445240779211723,0.0521,MBA,2647.942878967487,0.0,39239.0,72.33,3.9,9.814012,0.2469297909726178,2457000.5,20141209.0,57000.0,J2000,,,1907-05-12,598 Octavia (1906 UC),12.22553545789257,a0000598,2014-10-16,35.71529175472497,1.1211,436.298487,0.2146039477652117,,,1199.0,Octavia,N,91.8590001911028,JPL 10,598.0,1677.508749251246,4.59276864955851,N,,4.964071455841428e+16,Otto Matic,3919090501867624.0,1906 UC,2.080717144248267,0.56355,10.8903,7.10302229117102e+17,132.41714394837436,1.2265e-08,1.5293e-08,4.1543e-08,4.8854e-06,1.1804e-05,1.4289e-09,2.5022e-05,1.1169e-05,1.1501e-07,5.4538e-05,2.6689e-05,X,X,C,2000598.0,3.263,2456834.0757933315,20140625.5757933,,291.2664148790935
598,,,,0.879,,,,8.71,,,,,,,,0.446,2.774863137376824,3.58539053402428,0.1377,MBA,2646.5920357100636,0.0,39630.0,64.87,1.9,10.136719,0.2920963508901829,2457000.5,20141209.0,57000.0,J2000,,,1906-04-29,599 Luisa (1906 UJ),16.65259271223028,a0000599,2014-10-29,105.3988334814366,1.02336,398.2610112,0.2132267672181712,,,1456.0,Luisa,N,44.59601958801513,JPL 45,599.0,1688.343375912332,4.62243224069085,N,,4.168493827776237e+17,Otto Matic,3.1845934461601884e+16,1906 UJ,1.96433574072937,0.5551,9.566,-3.5034713882025376e+17,132.34960178550318,8.5707e-09,1.1074e-08,4.3425e-08,5.4382e-06,8.6956e-06,9.8788e-10,1.6676e-05,7.8221e-06,1.2001e-07,4.0275e-05,1.8097e-05,K,K,S,2000599.0,3.213,2456506.196049063,20130801.6960491,,293.1471151401694
599,,,,0.84,,,,10.18,,,,,,,,0.44,2.659732585340232,2.80706235286508,0.2415,MBA,2644.756966127773,0.0,39507.0,24.9,1.1,10.409837,0.05539269937770878,2457000.5,20141209.0,57000.0,J2000,,,1906-06-23,600 Musa (1906 UM),10.19966056725302,a0000600,2014-08-22,11.24725231384952,1.51806,590.7834102,0.2272202916098954,,,1408.0,Musa,N,139.3019720495079,JPL 13,600.0,1584.365539931919,4.33775644060758,N,,2.738268102743538e-39,Otto Matic,2.0356497136890643e-40,1906 UM,2.512402817815385,0.50592,5.8856,-2.007150519311013e+16,5.476536205487076e-51,1.196e-08,1.2622e-08,4.2529e-08,4.881e-06,4.3076e-05,1.5326e-09,2.9283e-05,1.0686e-05,1.1491e-07,0.00018953,5.2014e-05,S,S,,2000600.0,3.361,2456951.0006694864,20141020.5006695,,114.576237342251
600,,,,0.66,,,,9.65,,,,,,,,,3.141607893040148,3.459705010266155,0.0454,MBA,2633.4369961890634,0.0,39577.0,73.32,2.4,11.584663,0.101252966014859,2457000.5,20141209.0,57000.0,J2000,,,1906-06-21,601 Nerthus (1906 UN),16.10593880311867,a0000601,2014-10-29,160.6862243033032,1.82013,708.3399921,0.1770011568332691,,,1308.0,Nerthus,N,169.6210343598628,JPL 56,601.0,2033.88501205736,5.56847368119743,N,,3.06923135393769e+17,Otto Matic,2.0415235522494456e+16,1906 UN,2.823510775814141,0.54387,13.59,-2.561029950934955e+17,131.69184980945317,1.7213e-08,1.8956e-08,4.1703e-08,5.4921e-06,2.2818e-05,1.4547e-09,1.6723e-05,1.6715e-05,1.3177e-07,0.00012854,2.8844e-05,C,C,X,2000601.0,3.142,2456092.674157626,20120614.1741576,,158.2728921010285
601,,,,0.692,,,,8.31,,,,,,,,0.333,3.088500641272831,3.853822044258215,0.0539,MBA,2637.8371161320088,0.0,39533.0,124.72,2.2,10.62474,0.2477970678581373,2457000.5,20141209.0,57000.0,J2000,,,1906-02-23,602 Marianna (1906 TE),15.10673346799767,a0000602,2014-05-20,126.4889278448232,1.34972,525.2705324,0.1815860702788608,,,1200.0,Marianna,N,331.5065975245998,JPL 13,602.0,1982.530925677007,5.42787385537853,N,,1.510673335946351e+18,Otto Matic,1.0974518323590256e+17,1906 TE,2.323179238287447,0.55588,35.195,-1.2605369922582812e+18,131.91185580660044,1.2747e-08,1.5906e-08,4.0539e-08,5.7955e-06,1.0195e-05,1.1242e-09,1.8068e-05,1.2274e-05,1.2504e-07,5.5218e-05,2.1333e-05,C,,C,2000602.0,3.126,2456303.921635533,20130111.4216355,,46.02913291493129
602,,,,,,,,11.8,,,,,,,,,2.537843683252606,2.980732158718544,0.1354,MBA,2656.1100353140428,0.0,39667.0,13.73,0.9,9.396264,0.1745136938057245,2457000.5,20141209.0,57000.0,J2000,,,1906-03-18,603 Timandra (1906 TJ),8.026555042324365,a0000603,2014-10-24,300.6960307515909,1.10948,431.7763316,0.2437848826832554,,,954.0,Timandra,N,343.4615801044041,JPL 12,603.0,1476.711747002542,4.04301641889813,N,,0.0,Otto Matic,0.0,1906 TJ,2.094955207786669,0.5036,41.79,-2483443119044847.5,0.0,1.6037e-08,1.8835e-08,6.4655e-08,7.0673e-06,2.337e-05,2.3107e-09,4.4312e-05,1.3997e-05,1.6285e-07,9.6696e-05,4.8894e-05,?,,,2000603.0,3.412,2457243.763522314,20150809.2635223,,159.9795260459141
603,,,,,,,,9.4,,,,,,,,,3.147713134870513,3.774904437522762,0.087,MBA,2638.140586175325,0.0,37827.0,65.16,4.1,10.07224,0.1992530055246123,2457000.5,20141209.0,57000.0,J2000,,,1911-01-31,604 Tekmessa (1906 TK),4.42120926259016,a0000604,2014-08-25,245.6194449685636,1.5295,595.235515,0.1764864447281057,,,1376.0,Tekmessa,N,12.18043200649784,JPL 10,604.0,2039.816715411853,5.58471379989556,N,,3.99146943409001e+16,Otto Matic,3059073544773831.5,1906 TK,2.520521832218265,0.58993,5.5596,5.1935500592671443e+17,131.92702930876627,1.7678e-08,2.12e-08,4.7569e-08,6.146e-06,1.3621e-05,1.4867e-09,5.6197e-05,1.7184e-05,1.4957e-07,8.0296e-05,5.7818e-05,Xc,Xc,,2000604.0,3.173,2457648.5982446424,20160917.0982446,,28.87687876780391
