,A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
540,,,,,,,,10.1,,,,,,,,,2.814395950407741,2.960402754665152,0.0496,MBA,2641.6217897090773,0.0,40251.0,57.01,2.9,10.356014,0.0518785582519965,2457000.5,20141209.0,57000.0,J2000,,,1904-08-09,541 Deborah (1904 OO),6.007803908150387,a0000541,2014-10-22,182.9114506027185,1.65404,643.7027468,0.2087499009450149,,,1686.0,Deborah,N,267.8121652805754,JPL 13,541.0,1724.551716529076,4.72156527454915,N,,1.4388170021891125e+17,Otto Matic,1.073912286383392e+16,1904 OO,2.66838914615033,0.54685,29.368,-8.498094724039912e+16,132.10108948545388,1.2935e-08,1.3606e-08,3.895e-08,4.6078e-06,4.6129e-05,1.4391e-09,4.6404e-05,1.1889e-05,1.0982e-07,0.00022207,6.4964e-05,B,B,,2000541.0,3.31,2457848.828782891,20170405.3287829,,357.3015725379702
541,,,,0.795,,,,9.36,,,,,,,,0.38,2.907943719121179,3.310309012880041,0.1843,MBA,2639.5984173119887,0.0,40245.0,41.57,1.0,10.595709,0.1383676345292069,2457000.5,20141209.0,57000.0,J2000,,,1904-08-17,542 Susanna (1904 OQ),12.07570098333134,a0000542,2014-10-24,79.05681648623329,1.51354,589.0243618,0.1987582107995973,,,1335.0,Susanna,N,153.0206287779111,JPL 81,542.0,1811.245928164339,4.95892109011455,N,,0.0,Otto Matic,0.0,1904 OQ,2.505578425362317,0.58209,10.069,-6.89259370625364e+16,0.0,1.5111e-08,1.7202e-08,3.9401e-08,4.7327e-06,1.7269e-05,1.5492e-09,2.3689e-05,1.4118e-05,1.1451e-07,8.5987e-05,2.8928e-05,?,,S,2000542.0,3.237,2456602.746286238,20131106.2462862,,215.5325920007165
542,,,,,,,,9.4,,,,,,,,,3.056868614143638,3.53046973452159,0.2599,MBA,2637.6410221774017,0.0,40118.0,34.37,2.6,10.398387,0.1549301524398778,2457000.5,20141209.0,57000.0,J2000,,,1904-09-16,543 Charlotte (1904 OT),8.479698229836574,a0000543,2014-07-19,180.4118250984938,1.60792,625.7542264,0.1844118881583024,,,1302.0,Charlotte,N,294.9796972147648,JPL 14,543.0,1952.151803201373,5.34470035099623,N,,5326246054386837.0,Otto Matic,395326728014578.5,1904 OT,2.583267493765686,0.54828,10.718,7.621252995472576e+16,131.9020511088701,1.3593e-08,1.5699e-08,4.1016e-08,4.963e-06,1.5669e-05,1.23e-09,3.2506e-05,1.3021e-05,1.261e-07,8.745e-05,3.6188e-05,Xe,Xe,,2000543.0,3.2,2457974.3427207433,20170808.8427207,,109.699226117228
543,,,,,,,,10.0,,,,,,,,,2.594105377804665,2.989109565349788,0.3208,MBA,2651.6558600943536,0.0,40219.0,24.58,3.3,9.648111,0.1522699081250919,2457000.5,20141209.0,57000.0,J2000,,,1904-09-16,544 Jetta (1904 OU),8.374981165464861,a0000544,2014-10-28,224.3040425069569,1.18552,461.3688184,0.2358971276676245,,,1405.0,Jetta,N,298.3543010554361,JPL 12,544.0,1526.088950549811,4.1782038344964,N,,0.0,Otto Matic,0.0,1904 OU,2.199101190259542,0.53113,7.745,-1.4249126474940238e+16,0.0,1.1532e-08,1.3288e-08,3.9579e-08,5.0662e-06,1.7016e-05,1.573e-09,3.3649e-05,1.0176e-05,1.0154e-07,7.2588e-05,3.7793e-05,?,,,2000544.0,3.387,2457575.733614901,20160706.2336149,,342.9002607532311
544,,,,0.686,,,,8.84,,,,,,,,0.343,3.21186509947063,3.750848671714097,0.0415,OMB,2634.083013281874,0.0,40199.0,111.29,4.3,10.768208,0.1678101525286042,2457000.5,20141209.0,57000.0,J2000,,,1904-10-03,545 Messalina (1904 OY),11.19805839362462,a0000545,2014-10-25,203.6338917276243,1.66614,648.4117038,0.1712253763329497,,,1319.0,Messalina,N,333.6566227929702,JPL 24,545.0,2102.492093811936,5.75630963398203,N,,1.0718294649063808e+18,Otto Matic,7.67179437618961e+16,1904 OY,2.672881527227163,0.58823,7.2,-9.008346943709364e+17,131.7241506640937,2.3398e-08,2.7325e-08,3.4978e-08,4.7524e-06,1.4286e-05,1.8711e-09,1.889e-05,2.2975e-05,1.1011e-07,8.4185e-05,2.3196e-05,Cb,Cb,CD,2000545.0,3.14,2457913.7180732857,20170609.2180733,,329.4995128815286
545,,,,0.766,,,,9.7,,,,,,,,0.375,2.598219109186198,2.900802772550164,0.0534,MBA,2646.0707131570293,0.0,40190.0,66.02,3.8,10.557361,0.1164581009716076,2457000.5,20141209.0,57000.0,J2000,,,1904-10-13,546 Herodias (1904 PA),14.8507935431458,a0000546,2014-10-26,8.054393375934298,1.35549,527.5160433,0.2353371095387007,,,1130.0,Herodias,N,21.80418745723624,JPL 12,546.0,1529.720496294269,4.18814646487137,N,,0.0,Otto Matic,0.0,1904 PA,2.295635445822231,0.54036,10.77,-2.7610175400175418e+17,0.0,1.1742e-08,1.311e-08,3.6004e-08,5.7141e-06,2.5102e-05,1.5953e-09,1.7624e-05,1.037e-05,9.5334e-08,0.00010656,3.0229e-05,?,,TDG,2000546.0,3.359,2456966.275081577,20141104.7750816,,108.7870657037144
546,,,,0.761,,,,9.52,,,,,,,,0.254,2.773497632388544,3.429438938297929,0.0566,MBA,2644.061724931502,0.0,40153.0,69.68,2.2,10.484152,0.2365032867702456,2457000.5,20141209.0,57000.0,J2000,,,1904-10-15,547 Praxedis (1904 PB),16.89953029886699,a0000547,2014-09-21,308.8541898220784,1.12513,437.8668421,0.2133842568329065,,,1304.0,Praxedis,N,193.2177716444021,JPL 10,547.0,1687.09728329163,4.61902062502842,N,,4.438201900700011e+16,Otto Matic,3275145332436339.5,1904 PB,2.117556326479159,0.58554,9.105,6.35056270116608e+17,132.2230862465751,1.1324e-08,1.4002e-08,4.3087e-08,5.5366e-06,1.0306e-05,1.3068e-09,1.456e-05,1.0332e-05,1.205e-07,4.9287e-05,1.6635e-05,Xk,Xk,XD,2000547.0,3.234,2457240.188770564,20150805.6887706,,195.2648914187159
547,,,,0.882,,,,11.26,,,,,,,,0.489,2.282033985438142,2.703697635057005,,MBA,2684.5554687600848,0.0,40192.0,,,8.519512,0.1847753593108322,2457000.5,20141209.0,57000.0,J2000,19.207876354941614,,1904-10-15,548 Kressida (1904 PC),3.872891908179758,a0000548,2014-10-30,316.6505942147427,0.876209,340.99425653,0.2859044480167296,,,1417.0,Kressida,N,108.4625342302286,JPL 11,548.0,1259.161942030838,3.44739751411592,N,,0.0,Otto Matic,0.0,1904 PC,1.860370335819279,0.54775,11.9404,-6799557643357696.0,0.0,6.7351e-09,7.9796e-09,4.1096e-08,4.4329e-06,1.048e-05,1.2657e-09,6.663e-05,5.5744e-06,9.4487e-08,3.6758e-05,6.7437e-05,?,,S,2000548.0,3.579,2457152.1220054845,20150509.6220055,,320.292084131256
548,,,,0.827,,,,11.01,,,,,,,,0.361,2.683937683436235,3.375947459919063,0.1971,MBA,2660.9056949174583,0.0,40151.0,18.81,0.7,9.006177,0.2578337719066752,2457000.5,20141209.0,57000.0,J2000,,,1904-11-16,549 Jessonda (1904 PK),3.961950916197836,a0000549,2014-10-21,354.7257752317702,1.00883,392.6063711,0.224153452210939,,,1397.0,Jessonda,N,291.4718033948301,JPL 12,549.0,1606.042630390644,4.39710507978273,N,,0.0,Otto Matic,0.0,1904 PK,1.991927906953407,0.52773,2.971,-6385707068536089.0,0.0,1.1591e-08,1.4579e-08,3.7373e-08,4.8108e-06,1.1362e-05,1.452e-09,7.4382e-05,1.0404e-05,1.0103e-07,5.0775e-05,7.4736e-05,?,,S,2000549.0,3.323,2457024.0295272777,20150101.5295273,,158.2888778483238
549,,,,0.85,,,,9.37,,,,,,,,0.39,2.588416539869155,3.164271735959663,0.2215,MBA,2655.310671568967,0.0,41423.0,37.75,3.8,9.420695,0.2224739284503328,2457000.5,20141209.0,57000.0,J2000,,,1900-12-20,550 Senta (1904 PL),10.10881124515744,a0000550,2014-05-19,235.3949754765339,1.01364,394.4782788,0.2366752390678673,,,1250.0,Senta,N,270.7156664856744,JPL 11,550.0,1521.071665197596,4.16446725584557,N,,0.0,Otto Matic,0.0,1904 PL,2.012561343778646,0.52721,20.555,-5.161708485378672e+16,0.0,9.5174e-09,1.1635e-08,4.2261e-08,5.859e-06,1.5263e-05,1.3054e-09,2.9329e-05,8.3893e-06,1.0925e-07,6.5798e-05,3.2233e-05,?,,S,2000550.0,3.364,2457526.981033733,20160518.4810337,,45.29990517341566
550,,,,0.673,,,,9.57,,,,,,,,0.289,2.966562706540504,3.332987343860195,0.0426,MBA,2640.300568586244,0.0,40076.0,78.46,4.1,10.095853,0.1235182511098851,2457000.5,20141209.0,57000.0,J2000,,,1904-11-17,551 Ortrud (1904 PM),0.3975036377512597,a0000551,2014-08-08,190.9739399544453,1.61474,628.4083658,0.1928962455090155,,,2005.0,Ortrud,N,6.005188243537052,JPL 13,551.0,1866.288268338403,5.1096188044857,N,,3.761033213093041e+17,Otto Matic,2.878079326851286e+16,1904 PM,2.600138069220814,0.5503,13.05,-3.138283692050395e+17,132.0350284293122,1.2236e-08,1.3747e-08,3.6475e-08,4.3836e-06,1.733e-05,1.1934e-09,0.00056753,1.1547e-05,1.0773e-07,9.1728e-05,0.00056782,C,C,XC,2000551.0,3.253,2457876.753758074,20170503.2537581,,68.06879262787439
551,,,,,,,,9.5,,,,,,,,,3.151670197261611,3.428745158721828,0.051,MBA,2634.2419794487237,0.0,40127.0,77.56,2.7,10.792576,0.08791369150901608,2457000.5,20141209.0,57000.0,J2000,,,1904-11-17,552 Sigelinde (1904 PO),7.695415408529059,a0000552,2014-09-28,49.09672788600691,1.86162,724.4866554,0.1761541691843214,,,1413.0,Sigelinde,N,266.9598954842319,JPL 9,552.0,2043.664374604207,5.59524811664396,N,,0.0,Otto Matic,0.0,1904 PO,2.874595235801394,0.55609,17.156,-4.476679540173298e+17,0.0,1.9731e-08,2.1465e-08,4.0795e-08,5.0416e-06,2.8441e-05,1.6542e-09,3.8092e-05,1.9191e-05,1.3221e-07,0.00016061,4.658e-05,?,,,2000552.0,3.188,2456721.7854619715,20140305.285462,,348.6688134100306
552,,,,,,,,12.1,,,,,,,,,2.230769141808603,2.475451753195631,,MBA,2674.042206092005,0.0,40081.0,,,8.850742,0.1096853129269357,2457000.5,20141209.0,57000.0,J2000,13.04605939513808,,1904-12-27,553 Kundry (1904 PP),5.389957474568872,a0000553,2014-09-22,13.40726951920359,0.999655,389.03573635,0.2958163209626051,,,1111.0,Kundry,N,72.41392183583677,JPL 6,553.0,1216.971392344199,3.33188608444681,N,,3.938365156006738e-40,Otto Matic,3.48168757384317e-41,1904 PP,1.986086530421574,0.503,12.605,-2886821659352938.0,7.876730312013476e-52,9.3085e-09,1.0329e-08,4.9722e-08,5.2822e-06,3.116e-05,1.8516e-09,6.2638e-05,7.6172e-06,1.1106e-07,0.00010528,6.8939e-05,S,S,,2000553.0,3.628,2456955.1770459604,20141024.677046,,354.628750329458
553,,,,0.676,,,,9.0,,,,,,,,0.342,2.375448245567406,2.739510884353434,0.0496,MBA,2669.8714571613596,0.0,41657.0,95.87,4.1,8.874079,0.1532606064835851,2457000.5,20141209.0,57000.0,J2000,,,1900-10-01,554 Peraga (1905 PS),2.935723224992601,a0000554,2014-10-20,53.8612021184386,1.02582,399.2183694,0.2692066072289352,,,1459.0,Peraga,N,295.4632513071779,JPL 82,554.0,1337.262869235054,3.66122619913773,N,,6.861363680948422e+17,Otto Matic,6.040358870274251e+16,1905 PS,2.011385606781377,0.56815,13.7128,-5.725263385121459e+17,133.513572858068,5.5713e-09,6.4251e-09,2.8708e-08,3.8933e-06,1.3219e-05,9.4708e-10,6.9718e-05,4.7045e-06,6.8217e-08,4.8961e-05,7.0694e-05,Ch,Ch,FC,2000554.0,3.524,2456800.4261508742,20140522.9261509,,127.562029531166
554,,,,,,,,10.8,,,,,,,,,3.188571762319443,3.666696254666386,0.0632,MBA,2635.6267456688597,0.0,39629.0,40.11,1.5,10.315766,0.1499494218687881,2457000.5,20141209.0,57000.0,J2000,,,1905-01-26,555 Norma (1905 PT),2.646079629596731,a0000555,2013-07-27,170.8017578808953,1.72589,671.6646113,0.1731050669738727,,,1544.0,Norma,N,130.4368668211879,JPL 7,555.0,2079.661827890549,5.69380377245872,N,,5.010838713160821e+16,Otto Matic,3746088976578670.5,1905 PT,2.710447269972499,0.54753,19.55,-2.9595551044044464e+16,131.801337283443,2.1093e-08,2.4256e-08,3.9039e-08,4.9312e-06,1.6407e-05,1.7177e-09,0.0001166,2.0636e-05,1.2242e-07,9.7505e-05,0.00011779,B,B,,2000555.0,3.178,2456013.80584444,20120327.3058444,,356.2777648879306
555,,,,0.849,,,,9.56,,,,,,,,0.41,2.464504816367818,2.718441190038878,0.1853,MBA,2656.8860396837817,0.0,39090.0,37.81,1.1,9.418251,0.1030374832236326,2457000.5,20141209.0,57000.0,J2000,,,1907-09-06,556 Phyllis (1905 PW),5.240968781536121,a0000556,2014-09-14,148.3544423270661,1.22731,477.6322327,0.2547472866975502,,,1069.0,Phyllis,N,286.1372472093011,JPL 45,556.0,1413.165198604889,3.86903545134809,N,,9.587336226440343e-39,Otto Matic,7.913814484207922e-40,1905 PW,2.210568442696757,0.59087,4.293,-7.027517453980771e+16,1.9174672452880687e-50,9.8059e-09,1.0816e-08,4.2774e-08,5.1546e-06,3.025e-05,1.5204e-09,6.874e-05,8.4342e-06,1.0722e-07,0.00011798,7.4368e-05,S,S,S,2000556.0,3.475,2456418.140736236,20130505.6407362,,177.3341374502842
556,,,,,,,,12.1,,,,,,,,,2.442200490817552,2.685145283182535,,MBA,2659.4433186849774,0.0,40102.0,,,9.276196,0.09947782472341389,2457000.5,20141209.0,57000.0,J2000,13.04605939513808,,1905-01-15,557 Violetta (1905 PY),2.490996048827253,a0000557,2014-11-01,284.7201501113646,1.21462,472.6936654,0.258245107579241,,,1512.0,Violetta,N,292.8648339127388,JPL 8,557.0,1394.024473007823,3.81663100070588,N,,0.0,Otto Matic,0.0,1905 PY,2.199255698452568,0.54162,5.0887,-2130495689559364.2,0.0,9.3543e-09,1.0285e-08,4.8277e-08,4.9758e-06,2.2783e-05,1.4837e-09,0.00011413,8.0092e-06,1.1858e-07,8.838e-05,0.00011662,?,,,2000557.0,3.493,2457292.005425192,20150926.5054252,,195.3681287230954
557,,,,0.733,,,,9.09,,,,,,,,0.278,2.906441997353506,3.033474272870916,0.1161,MBA,2638.6836836541793,0.0,39944.0,59.31,1.8,10.701657,0.04370714283411801,2457000.5,20141209.0,57000.0,J2000,,,1905-02-09,558 Carmen (1905 QB),8.375896819208165,a0000558,2014-06-21,97.47877925419513,1.80399,702.0587883,0.198912274471139,,,1670.0,Carmen,N,143.7294602954832,JPL 20,558.0,1809.843062511629,4.95508025328304,N,,7.280279248705691e+16,Otto Matic,5252542592057137.0,1905 QB,2.779409721836097,0.56796,11.387,1.0417252501201347e+18,131.95418418270899,1.2794e-08,1.3353e-08,3.3446e-08,4.0691e-06,4.2651e-05,1.3134e-09,2.5752e-05,1.195e-05,9.7431e-08,0.0002142,4.982e-05,M,,M,2000558.0,3.268,2456510.440854513,20130805.9408545,,311.7945109015423
558,,,,0.733,,,,9.4,,,,,,,,0.379,2.710672435947716,2.892466152764343,0.05,MBA,2643.881365855811,0.0,40046.0,79.82,2.7,10.356876,0.06706591117604652,2457000.5,20141209.0,57000.0,J2000,,,1905-03-08,559 Nanon (1905 QD),9.30568828965685,a0000559,2014-10-28,156.2511055011272,1.52808,594.6828936,0.2208454797242207,,,1409.0,Nanon,N,112.147151014159,JPL 75,559.0,1630.099019683571,4.46296788414393,N,,6.6714125780876504e+16,Otto Matic,4983290755675639.0,1905 QD,2.528878719131089,0.56367,10.059,9.546033468150995e+17,132.21406829279056,1.1561e-08,1.2337e-08,3.6395e-08,4.8775e-06,2.8949e-05,1.4129e-09,2.054e-05,1.0429e-05,9.9614e-08,0.00013021,3.5954e-05,Xk,Xk,C,2000559.0,3.341,2456292.9867391614,20121231.4867392,,129.13943152624
559,,,,,,,,10.9,,,,,,,,,2.749653152565998,3.195394577594312,0.0733,MBA,2646.352858009818,0.0,39812.0,37.24,1.3,9.886924,0.1621082370379497,2457000.5,20141209.0,57000.0,J2000,,,1905-03-14,560 Delila (1905 QF),8.470628858103032,a0000560,2014-03-14,57.76403916744204,1.32065,513.9573605,0.2161659084043795,,,1242.0,Delila,N,105.3514579454902,JPL 50,560.0,1665.387491752638,4.55958245517492,N,,4.010342410330535e+16,Otto Matic,3140893792710531.5,1905 QF,2.303911727537684,0.54049,29.913,-2.3686312871596196e+16,132.33764290049092,1.24e-08,1.441e-08,4.0889e-08,4.9311e-06,1.2615e-05,1.4622e-09,2.7477e-05,1.1265e-05,1.1605e-07,5.7727e-05,3.0372e-05,B,B,,2000560.0,3.311,2456733.279143604,20140316.7791436,,3.86992663137821
560,,,,0.745,,,,11.21,,,,,,,,,3.176516197207305,3.545214495867055,0.0966,MBA,2635.0142764899465,0.0,40009.0,24.5,1.6,10.440563,0.1160700200376433,2457000.5,20141209.0,57000.0,J2000,,,1905-03-26,561 Ingwelde (1905 QG),1.543677051488689,a0000561,2014-10-09,222.2456439028106,1.82449,710.0367733,0.1740914580696483,,,1361.0,Ingwelde,N,159.4938939230598,JPL 11,561.0,2067.878596639565,5.66154304350326,N,,0.0,Otto Matic,0.0,1905 QG,2.807817898547555,0.543,12.012,-1.4110449822755314e+16,0.0,2.2216e-08,2.4794e-08,5.4793e-08,6.4124e-06,2.4597e-05,1.8263e-09,0.00017722,2.1693e-05,1.7243e-07,0.00014345,0.00017842,?,,XCU,2000561.0,3.19,2457791.7757904646,20170207.2757905,,315.538112009466
561,,,,0.794,,,,9.95,,,,,,,,0.415,3.019195797072451,3.320546215478446,0.1967,MBA,2636.55072070274,0.0,39864.0,30.67,1.8,10.84393,0.09981148579307032,2457000.5,20141209.0,57000.0,J2000,,,1905-04-04,562 Salome (1905 QH),11.10324241151891,a0000562,2014-05-26,201.0874258228562,1.73718,676.0583406,0.1878742052851125,,,1333.0,Salome,N,70.6250053102248,JPL 11,562.0,1916.175770131266,5.24620334053735,N,,0.0,Otto Matic,0.0,1905 QH,2.717845378666457,0.54363,6.351,-2.7681137561952396e+16,0.0,1.7518e-08,1.9267e-08,4.2153e-08,5.1294e-06,2.4368e-05,1.6352e-09,2.4888e-05,1.6677e-05,1.2773e-07,0.00013136,3.4651e-05,?,,S,2000562.0,3.211,2457846.3456227984,20170402.8456228,,263.6898340959115
562,,,,0.887,,,,8.5,,,,,,,,0.471,2.714312366049864,3.34704701030007,0.2477,MBA,2650.579739786321,0.0,39082.0,53.29,1.1,9.604973,0.2331104747428253,2457000.5,20141209.0,57000.0,J2000,,,1907-10-30,563 Suleika (1905 QK),10.23160585738604,a0000563,2014-10-30,332.403620243773,1.09888,427.6511296,0.2204013934640146,,,1078.0,Suleika,N,85.3416124588669,JPL 20,563.0,1633.383502444951,4.4719603078575,N,,2.684201328146355e-38,Otto Matic,2.1674298644982393e-39,1905 QK,2.081577721799659,0.62507,5.69,-1.9675195735312778e+17,5.36840265629271e-50,8.3477e-09,1.0294e-08,4.5669e-08,5.4152e-06,8.388e-06,1.0167e-09,2.1695e-05,7.535e-06,1.2368e-07,3.8349e-05,2.259e-05,Sl,Sl,S,2000563.0,3.299,2457125.7096428364,20150413.2096428,,336.7165255203112
563,,,,0.731,,,,10.43,,,,,,,,0.312,2.746477960859005,3.506561885552039,0.0484,MBA,2645.790142579957,0.0,36587.0,49.57,4.9,10.377671,0.2767485978497735,2457000.5,20141209.0,57000.0,J2000,,,1914-04-21,564 Dudu (1905 QM),17.98896335750952,a0000564,2014-06-22,336.7048001311078,0.995676,387.48722892,0.2165408794845029,,,1225.0,Dudu,N,70.77184504715815,JPL 12,564.0,1662.503638375422,4.55168689493613,N,,1.757301734458469e+16,Otto Matic,1310952855955041.5,1905 QM,1.98639403616597,0.53401,8.882,2.2865349911486326e+17,132.30950712899786,1.42e-08,1.813e-08,4.997e-08,5.9434e-06,1.0854e-05,1.6794e-09,1.5598e-05,1.2894e-05,1.413e-07,5.0725e-05,1.782e-05,Xc,Xc,CDX,2000564.0,3.223,2457108.0787626076,20150326.5787626,,215.0719379349172
564,,,,0.811,,,,10.88,,,,,,,,0.422,2.443364358908121,2.761631642646325,0.1033,MBA,2654.4719271393883,0.0,39985.0,27.57,0.9,9.712564,0.1302578072639277,2457000.5,20141209.0,57000.0,J2000,,,1905-05-10,565 Marbachia (1905 QN),10.99496997563571,a0000565,2014-10-30,317.9704342300544,1.16103,451.8380451,0.2580606114905559,,,1451.0,Marbachia,N,225.85501873,JPL 12,565.0,1395.021107330728,3.81935963677133,N,,0.0,Otto Matic,0.0,1905 QN,2.125097075169916,0.53481,4.587,-2.010726047543564e+16,0.0,1.1061e-08,1.2502e-08,3.6047e-08,5.3213e-06,2.1241e-05,1.7523e-09,2.1456e-05,9.4726e-06,8.8846e-08,8.2659e-05,2.9321e-05,?,,S,2000565.0,3.463,2457163.367031614,20150520.8670316,,291.7265903627562
565,,,,0.712,,,,8.0,,,,,,,,0.291,3.385472363682061,3.767816698366398,0.0383,OMB,2630.6914724923436,0.0,39961.0,168.16,6.3,10.80864,0.112936776204694,2457000.5,20141209.0,57000.0,J2000,,,1905-06-04,566 Stereoskopia (1905 QO),4.895321348376855,a0000566,2014-10-31,84.63290280106787,2.00904,781.8580968,0.1582250219265435,,,1389.0,Stereoskopia,N,80.21114829460254,JPL 59,566.0,2275.240639038314,6.22926937450599,N,,3.702800837598348e+18,Otto Matic,2.637026284782878e+17,1905 QO,3.003128028997724,0.61069,12.103,-3.0896933967751076e+18,131.55457362461718,1.9733e-08,2.1962e-08,4.4551e-08,4.5705e-06,1.8772e-05,1.3834e-09,5.5575e-05,1.9893e-05,1.5728e-07,0.00011845,5.8351e-05,C,,C,2000566.0,3.134,2456465.610500409,20130622.1105004,,296.289248649711
566,,,,0.652,,,,9.16,,,,,,,,0.309,3.136565094537227,3.42655863705125,0.0439,MBA,2634.372992552201,0.0,39963.0,93.41,2.2,10.868801,0.09245577049208602,2457000.5,20141209.0,57000.0,J2000,,,1905-05-28,567 Eleutheria (1905 QP),9.253387651977562,a0000567,2014-10-26,314.6667684074075,1.85601,722.3034117,0.1774281875850076,,,1286.0,Eleutheria,N,58.34524564824649,JPL 11,567.0,2028.989896701281,5.55507158576668,N,,0.0,Otto Matic,0.0,1905 QP,2.846571552023206,0.54046,7.717,-7.820287542986254e+17,0.0,1.9007e-08,2.0764e-08,5.0886e-08,5.5124e-06,2.8738e-05,1.6128e-09,3.2721e-05,1.8443e-05,1.5993e-07,0.00016278,4.2389e-05,?,,CFB,2000567.0,3.185,2457256.0018580174,20150821.501858,,133.1983318930946
567,,,,,,,,9.4,,,,,,,,,2.883963107609232,3.365851054482366,0.0535,MBA,2639.1723927485436,0.0,39132.0,86.99,1.8,11.248904,0.1670922716042,2457000.5,20141209.0,57000.0,J2000,,,1907-01-06,568 Cheruskia (1905 QS),18.38685894929932,a0000568,2014-02-25,42.99754664494031,1.41602,551.0725034,0.2012424162818328,,,1297.0,Cheruskia,N,249.8866143310768,JPL 51,568.0,1788.887286544169,4.89770646555556,N,,0.0,Otto Matic,0.0,1905 QS,2.402075160736098,0.52428,13.209,-6.316123280647498e+17,0.0,1.3006e-08,1.5179e-08,3.5859e-08,4.463e-06,1.4697e-05,1.3613e-09,1.563e-05,1.2101e-05,1.066e-07,7.2669e-05,2.0957e-05,?,,,2000568.0,3.197,2456786.8395429286,20140509.3395429,,174.6138664318274
568,,,,0.716,,,,10.12,,,,,,,,0.335,2.657310300390417,3.136233113738659,0.0297,MBA,2654.8434110023222,0.0,38380.0,72.95,1.6,9.297202,0.180228411141099,2457000.5,20141209.0,57000.0,J2000,,,1909-08-12,569 Misa (1905 QT),1.292972941404943,a0000569,2014-09-10,354.9878004744925,1.19441,464.8285397,0.227531048149185,,,1511.0,Misa,N,301.8077361069645,JPL 11,569.0,1582.201650844412,4.33183203516608,N,,3.022999991338584e+17,Otto Matic,2.5258643885938376e+16,1905 QT,2.178387487042176,0.57967,13.52,-2.522453548365321e+17,132.7621705501161,1.0903e-08,1.2868e-08,3.9405e-08,4.5634e-06,1.4915e-05,1.4003e-09,0.00022834,9.7374e-06,1.0404e-07,6.5615e-05,0.00022884,Cg,Cg,C,2000569.0,3.364,2457022.528639899,20141231.0286399,,143.0856851951232
569,,,,0.775,,,,8.81,,,,,,,,0.374,3.417411366740581,3.832042888388572,0.05,OMB,2630.503261975052,0.0,39905.0,102.81,2.8,10.716687,0.1213291222951166,2457000.5,20141209.0,57000.0,J2000,,,1905-07-31,570 Kythera (1905 QX),1.7869365773543,a0000570,2014-11-01,32.55003698169631,2.00502,780.2936334,0.1560120647104178,,,1657.0,Kythera,N,223.9031987863428,JPL 14,570.0,2307.513849446291,6.31762860902475,N,,1177809479054.8684,Otto Matic,84593809689.96083,1905 QX,3.002779845092592,0.60243,8.12,-5.898862474266467e+17,131.5451630987526,1.6716e-08,1.8745e-08,4.2217e-08,4.916e-06,1.7617e-05,1.1447e-09,0.00013841,1.6931e-05,1.4851e-07,0.00011243,0.00013974,T,T,ST,2000570.0,3.131,2456791.862052402,20140514.3620524,,155.2390615511213
570,,,,0.867,,,,11.59,,,,,,,,0.437,2.410386857193797,2.994160840763659,,MBA,2679.5997321820105,0.0,39848.0,,,8.580373,0.24219099180183,2457000.5,20141209.0,57000.0,J2000,16.499825508298628,,1905-09-19,571 Dulcinea (1905 QZ),5.225524158432243,a0000571,2014-10-25,47.18051688353639,0.833491,324.36969247,0.2633746357133934,,,1461.0,Dulcinea,N,3.213029840369174,JPL 18,571.0,1366.874220916836,3.74229766164774,N,,7.967388243239866e-40,Otto Matic,7.280563248736896e-41,1905 QZ,1.826612873623935,0.48013,126.3,-5840095582294821.0,1.593477648647973e-51,6.3461e-09,7.8831e-09,4.0382e-08,5.2387e-06,8.7107e-06,1.0401e-09,4.486e-05,5.3981e-06,9.6262e-08,3.2921e-05,4.5879e-05,S,S,S,2000571.0,3.474,2456821.361577062,20140612.8615771,,27.60435949517538
571,,,,0.691,,,,10.94,,,,,,,,0.308,2.40112305767643,2.778704188993928,0.0847,MBA,2658.7464407750804,0.0,39608.0,29.63,0.9,9.437651,0.157251886824528,2457000.5,20141209.0,57000.0,J2000,,,1905-09-19,572 Rebekka (1905 RB),10.57480232408719,a0000572,2014-02-27,113.6113285861871,1.02831,400.1874027,0.2649002978034448,,,1343.0,Rebekka,N,194.5764658731909,JPL 56,572.0,1359.001869703895,3.72074433868281,N,,2.025616433371582e+16,Otto Matic,1669765411047975.8,1905 RB,2.023541926358931,0.53387,5.6497,-1.6902161345103922e+16,132.95732203875403,7.7699e-09,8.9917e-09,4.2029e-08,5.1431e-06,1.3349e-05,1.2858e-09,2.4528e-05,6.5965e-06,1.016e-07,5.0044e-05,2.7768e-05,C,C,XDC,2000572.0,3.486,2456571.616644533,20131006.1166445,,192.2417676448549
